name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,major_classification,subclass_category,country,country_abrv,pop_density_km_squared,pop_density_mi_squared,1950_pop_thousands,2000_pop_thousands,2015_pop_thousands
Old Woman,18007,Valid,"Iron, IIAB",2753000.0,Found,1976.0,34.46667,-115.23333000000001,"(34.46667, -115.23333)",Iron,IIAB,United States,US,35.0,13.0,157813,283230,321225
Oldman Mountain,56392,Valid,H5,198.96,Found,2008.0,33.67248,-114.2917,"(33.67248, -114.2917)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Oliver,18014,Valid,L6,6690.0,Found,1984.0,41.2,-103.68333,"(41.2, -103.68333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Olton,18016,Valid,H3.5,953.0,Found,1948.0,34.16722,-102.13361,"(34.16722, -102.13361)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Oro Grande,18031,Valid,H5,513.0,Found,1971.0,32.37167,-106.25833,"(32.37167, -106.25833)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Oroville,18032,Valid,"Iron, IIIAB",24500.0,Found,1893.0,39.68333,-121.63333,"(39.68333, -121.63333)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Oscuro Mountains,18035,Valid,"Iron, IAB-MG",3600.0,Found,1895.0,33.63333,-106.38333,"(33.63333, -106.38333)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Oshkosh,18036,Valid,H,144.8,Found,1961.0,44.07694,-88.56278,"(44.07694, -88.56278)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Otis,18044,Valid,L6,2600.0,Found,1940.0,38.53333,-99.05,"(38.53333, -99.05)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Otto,18047,Valid,H5,28.0,Found,1970.0,35.16667,-105.98333000000001,"(35.16667, -105.98333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Overland Park,18056,Valid,H4,1374.0,Found,1998.0,38.96667,-94.66667,"(38.96667, -94.66667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Ovid,18057,Valid,H6,6169.0,Found,1939.0,40.96667,-102.4,"(40.96667, -102.4)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Ovid (b),31283,Valid,H5,860.0,Found,1943.0,40.75833,-102.375,"(40.75833, -102.375)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Owasco,18060,Valid,L6,168400.0,Found,1984.0,41.2,-103.68333,"(41.2, -103.68333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Owens Valley,18061,Valid,"Iron, IIIAB",192800.0,Found,1913.0,37.46667,-118.0,"(37.46667, -118.0)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Oxford,18063,Valid,H5,6000.0,Found,1985.0,40.16667,-99.66667,"(40.16667, -99.66667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Ozona,18066,Valid,H6,127500.0,Found,1929.0,30.73333,-101.3,"(30.73333, -101.3)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Page City,18070,Valid,"Iron, IVA",13630.0,Found,1980.0,39.16667,-101.28333,"(39.16667, -101.28333)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Palmersville,18078,Valid,H5,9979.0,Found,1908.0,36.4665,-88.60283000000001,"(36.4665, -88.60283)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Palo Blanco Creek,18080,Valid,Eucrite-mmict,1482.0,Found,1954.0,36.5,-104.5,"(36.5, -104.5)",Achondrite,Eucrite,United States,US,35.0,13.0,157813,283230,321225
Palo Verde Mine,31284,Valid,L6,9158.0,Found,2004.0,34.71457,-114.19142,"(34.71457, -114.19142)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Paloduro,18081,Valid,"Iron, IIIE",3000.0,Found,1935.0,34.9,-101.21667,"(34.9, -101.21667)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Panhandle,18096,Valid,H5,1360.0,Found,1969.0,35.33333,-101.38333,"(35.33333, -101.38333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Park,18104,Valid,L6,13000.0,Found,1969.0,39.11,-100.36166999999999,"(39.11, -100.36167)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Parma Canyon,18107,Valid,Iron,2150.0,Found,1940.0,43.8,-117.0,"(43.8, -117.0)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Patricia,18115,Valid,H5,14900.0,Found,1983.0,32.5,-102.03333,"(32.5, -102.03333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Paulding County,18172,Valid,Iron,725.0,Found,1901.0,34.0,-84.8,"(34.0, -84.8)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Paymaster Mine,44796,Valid,L5,159.0,Found,2004.0,33.18667,-114.91783000000001,"(33.18667, -114.91783)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Payson,18178,Valid,L6,1728.0,Found,2001.0,34.23333,-111.4,"(34.23333, -111.4)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Peck's Spring,18182,Valid,L5,1600.0,Found,1926.0,32.0,-102.0,"(32.0, -102.0)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Pedernales,34062,Valid,"Iron, IAB complex",691.0,Found,1980.0,30.33333,-98.95,"(30.33333, -98.95)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Peetz,18783,Valid,L6,11500.0,Found,1937.0,40.95,-103.08333,"(40.95, -103.08333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Pelona Mountain,18785,Valid,H5,618.0,Found,1999.0,33.66667,-108.1,"(33.66667, -108.1)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Penokee,18788,Valid,H5,3580.0,Found,1947.0,39.35,-99.91667,"(39.35, -99.91667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Pep,18791,Valid,OC,591.0,Found,1966.0,33.73,-102.57667,"(33.73, -102.57667)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Perryton,18794,Valid,LL6,2114.0,Found,1975.0,36.35333,-100.73167,"(36.35333, -100.73167)",Chondrite,LL,United States,US,35.0,13.0,157813,283230,321225
Perryville,18795,Valid,"Iron, IIC",17500.0,Found,1906.0,37.73333,-89.85,"(37.73333, -89.85)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Persimmon Creek,18796,Valid,"Iron, IAB-sLM",5000.0,Found,1893.0,35.05,-84.23333000000001,"(35.05, -84.23333)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Phillips County (pallasite),18807,Valid,"Pallasite, PMG-an",1360.0,Found,1935.0,40.45,-102.38333,"(40.45, -102.38333)",Stony-Iron,Pallasite,United States,US,35.0,13.0,157813,283230,321225
Picacho,18814,Valid,"Iron, IIIAB",22000.0,Found,1952.0,33.2,-105.0,"(33.2, -105.0)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Pickens County,18815,Valid,H6,400.0,Found,1908.0,34.5,-84.5,"(34.5, -84.5)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Pierceville (iron),18819,Valid,"Iron, IIIAB",100000.0,Found,1917.0,37.86667,-100.66667,"(37.86667, -100.66667)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Pierceville (stone),18820,Valid,L6,2125.0,Found,1939.0,37.86667,-100.66667,"(37.86667, -100.66667)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Pima County,18823,Valid,"Iron, IIAB",210.0,Found,1947.0,32.2,-111.0,"(32.2, -111.0)",Iron,IIAB,United States,US,35.0,13.0,157813,283230,321225
Pine Bluffs,18824,Valid,H,2700.0,Found,1935.0,41.18333,-104.06667,"(41.18333, -104.06667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Pine River,18826,Valid,"Iron, IAB-sLL",3600.0,Found,1931.0,44.21667,-89.1,"(44.21667, -89.1)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Piñon,18828,Valid,"Iron, ungrouped",17850.0,Found,1928.0,32.66667,-105.1,"(32.66667, -105.1)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Pinto Mountains,18829,Valid,L6,17900.0,Found,1954.0,34.0,-115.78333,"(34.0, -115.78333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Pipe Creek,18830,Valid,H6,13600.0,Found,1887.0,29.683329999999998,-98.91667,"(29.68333, -98.91667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Pittsburg,18838,Valid,"Iron, IAB-MG",600.0,Found,1850.0,40.43333,-80.0,"(40.43333, -80.0)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Plains,18839,Valid,H5,34300.0,Found,1964.0,33.28333,-102.76666999999999,"(33.28333, -102.76667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Plains (d),18840,Valid,H4,280.0,Found,1991.0,33.26667,-102.9,"(33.26667, -102.9)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Plainview (1917),18841,Valid,H5,700000.0,Found,1917.0,34.11667,-101.78333,"(34.11667, -101.78333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Plainview (1950),18842,Valid,H,2200.0,Found,1950.0,34.11667,-101.78333,"(34.11667, -101.78333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Plainview (c),18843,Valid,OC,631.0,Found,1963.0,34.125,-101.75667,"(34.125, -101.75667)",Chondrite,C,United States,US,35.0,13.0,157813,283230,321225
Plainview (d),18844,Valid,L6,700.0,Found,1979.0,34.1875,-101.70416999999999,"(34.1875, -101.70417)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Plainview (e),54437,Valid,H5,1250.0,Found,2010.0,34.18513,-101.70558,"(34.18513, -101.70558)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Pleasanton,18848,Valid,H5,2300.0,Found,1935.0,38.18333,-94.71667,"(38.18333, -94.71667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Plymouth,18850,Valid,"Iron, IIIAB",14000.0,Found,1893.0,41.33333,-86.31667,"(41.33333, -86.31667)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Point of Rocks (iron),18855,Valid,"Iron, IIIAB",18000.0,Found,1956.0,36.5,-104.5,"(36.5, -104.5)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Point of Rocks (stone),18856,Valid,L6,800.0,Found,1954.0,36.5,-104.5,"(36.5, -104.5)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Poison Spring,18857,Valid,Iron,524.0,Found,1971.0,38.17,-110.36667,"(38.17, -110.36667)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Pony Creek,18866,Valid,H4,4642.0,Found,1947.0,31.66333,-99.95,"(31.66333, -99.95)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Portales (a),18871,Valid,H4,3240.0,Found,1967.0,34.06667,-103.5,"(34.06667, -103.5)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Portales (b),18872,Valid,L6,595.8,Found,1967.0,34.06667,-103.5,"(34.06667, -103.5)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Portales (c),18873,Valid,H4,6000.0,Found,1967.0,34.1,-103.41667,"(34.1, -103.41667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Portis,18875,Valid,L,30.0,Found,1959.0,39.56667,-98.68333,"(39.56667, -98.68333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Post,18877,Valid,L,2000.0,Found,1965.0,33.11667,-101.38333,"(33.11667, -101.38333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Potter,18878,Valid,L6,261000.0,Found,1941.0,41.23333,-103.3,"(41.23333, -103.3)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Powell Peak 001,54561,Valid,H6,42.8,Found,2011.0,34.68222,-114.33046000000002,"(34.68222, -114.33046)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Powell Peak 002,54526,Valid,L4,1062.0,Found,2008.0,34.7049,-114.34572,"(34.7049, -114.34572)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Powellsville,18880,Valid,H5,4310.0,Found,1990.0,38.66667,-82.78333,"(38.66667, -82.78333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Prairie Dog Creek,18882,Valid,H3.7,2900.0,Found,1893.0,39.63333,-100.5,"(39.63333, -100.5)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Primm,18889,Valid,H5,3383.0,Found,1997.0,35.66667,-115.36667,"(35.66667, -115.36667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Providence,18893,Valid,"Iron, IIIAB",6804.0,Found,1903.0,38.56667,-85.23333000000001,"(38.56667, -85.23333)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Puente-Ladron,18895,Valid,L,7.7,Found,1944.0,34.4,-106.85,"(34.4, -106.85)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Purmela,32771,Valid,"Iron, IIF",4500.0,Found,1977.0,29.5,-98.05,"(29.5, -98.05)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Putnam County,18906,Valid,"Iron, IVA",32700.0,Found,1839.0,33.25,-83.25,"(33.25, -83.25)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Quartz Mountain,18910,Valid,"Iron, IIIAB",4832.0,Found,1935.0,37.2,-116.7,"(37.2, -116.7)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Quartzsite,35634,Valid,L4,69.7,Found,2002.0,33.68085,-114.1958,"(33.68085, -114.1958)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Quinn Canyon,22364,Valid,"Iron, IIIAB",1450000.0,Found,1908.0,38.08333,-115.53333,"(38.08333, -115.53333)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Rabbit Dry Lake,22366,Valid,L6,20.0,Found,2000.0,34.44567,-117.01083,"(34.44567, -117.01083)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Ragged Top,22370,Valid,H4,122.7,Found,1997.0,32.446670000000005,-111.34666999999999,"(32.44667, -111.34667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Ragland,22372,Valid,LL3.4,12100.0,Found,1982.0,34.76778,-103.55,"(34.76778, -103.55)",Chondrite,LL,United States,US,35.0,13.0,157813,283230,321225
Ragland Hill,56382,Valid,H5,11800.0,Found,1980.0,34.78333,-103.66667,"(34.78333, -103.66667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Randsburg,44798,Valid,L5,112.9,Found,2005.0,35.4005,-117.66617,"(35.4005, -117.66617)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Ransom,22393,Valid,H4,15000.0,Found,1938.0,38.61667,-99.93333,"(38.61667, -99.93333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Reager,22401,Valid,L6,230.0,Found,1948.0,39.78333,-100.0,"(39.78333, -100.0)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 002,22539,Valid,H6,21.5,Found,2001.0,35.653059999999996,-114.02436999999999,"(35.65306, -114.02437)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 003,22540,Valid,H6,94.0,Found,2001.0,35.64552,-114.03068999999999,"(35.64552, -114.03069)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 004,22541,Valid,H6,13.5,Found,2001.0,35.6464,-114.02848999999999,"(35.6464, -114.02849)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 005,22542,Valid,H6,12.0,Found,2001.0,35.64645,-114.02853,"(35.64645, -114.02853)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 006,22543,Valid,H4,40.0,Found,2001.0,35.62705,-114.04336,"(35.62705, -114.04336)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 009,22544,Valid,H3.6,13.0,Found,2001.0,35.62723,-114.04323000000001,"(35.62723, -114.04323)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 022,22545,Valid,H6,17.0,Found,2002.0,35.66185,-114.0271,"(35.66185, -114.0271)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 023,22546,Valid,L5,5.9,Found,2002.0,35.66375,-114.02698000000001,"(35.66375, -114.02698)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 024,31306,Valid,L5,17.9,Found,2003.0,35.69732,-114.032,"(35.69732, -114.032)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 025,31307,Valid,L5/6,6.55,Found,2003.0,35.67947,-114.04338,"(35.67947, -114.04338)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 028,31308,Valid,H4,11.3,Found,2004.0,35.6448,-114.03452,"(35.6448, -114.03452)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 029,31309,Valid,H4,5.25,Found,2004.0,35.62682,-114.04373000000001,"(35.62682, -114.04373)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 031,22547,Valid,H4,4.8,Found,2002.0,35.69733,-114.06166999999999,"(35.69733, -114.06167)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 063,45969,Valid,H4,6.0,Found,2006.0,35.63333,-114.08333,"(35.63333, -114.08333)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 064,45970,Valid,H5,6.0,Found,2006.0,35.641329999999996,-114.09,"(35.64133, -114.09)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 065,45971,Valid,L6,3.0,Found,2006.0,35.647,-114.0955,"(35.647, -114.0955)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 067,52886,Valid,L3.4,6.2,Found,2009.0,35.65868,-114.02573000000001,"(35.65868, -114.02573)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 068,52891,Valid,H4,26.2,Found,2008.0,35.64,-114.03285,"(35.64, -114.03285)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red Dry Lake 071,52971,Valid,H6,4.35,Found,2010.0,35.62453,-114.04688,"(35.62453, -114.04688)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Red River,22548,Valid,"Iron, IIIAB",800000.0,Found,1808.0,32.0,-95.0,"(32.0, -95.0)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Red Rock,22549,Valid,"Iron, IIIAB",47600.0,Found,1976.0,35.41667,-117.91667,"(35.41667, -117.91667)",Iron,IIIAB,United States,US,35.0,13.0,157813,283230,321225
Red Willow,22550,Valid,Iron,2750.0,Found,1899.0,40.25,-100.5,"(40.25, -100.5)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Reed City,22552,Valid,"Iron, ungrouped",20000.0,Found,1895.0,43.86667,-85.51666999999999,"(43.86667, -85.51667)",Iron,Iron,United States,US,35.0,13.0,157813,283230,321225
Renfrow,22588,Valid,L6,81600.0,Found,1986.0,36.986670000000004,-97.555,"(36.98667, -97.555)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Republican River,22591,Valid,H4,135.0,Found,1942.0,40.08333,-98.91667,"(40.08333, -98.91667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Rhineland,22595,Valid,H5,6240.0,Found,1961.0,33.53333,-99.61667,"(33.53333, -99.61667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Richfield,22600,Valid,LL3.7,40800.0,Found,1983.0,37.22222,-101.68139000000001,"(37.22222, -101.68139)",Chondrite,LL,United States,US,35.0,13.0,157813,283230,321225
Richland,22601,Valid,"Iron, IIAB",50600.0,Found,1951.0,31.9,-96.4,"(31.9, -96.4)",Iron,IIAB,United States,US,35.0,13.0,157813,283230,321225
Ridgecrest,22604,Valid,H5,9.69,Found,1958.0,35.58333,-117.56667,"(35.58333, -117.56667)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Rifle,22605,Valid,"Iron, IAB-MG",102700.0,Found,1948.0,38.51667,-107.83333,"(38.51667, -107.83333)",Iron,IAB,United States,US,35.0,13.0,157813,283230,321225
Rio Rancho,55670,Valid,L6,1001.0,Found,2011.0,35.3,-106.63333,"(35.3, -106.63333)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Roach,22616,Valid,LL6,10.56,Found,1998.0,35.63333,-115.36667,"(35.63333, -115.36667)",Chondrite,LL,United States,US,35.0,13.0,157813,283230,321225
Roach Dry Lake 002,22617,Valid,L6,5.0,Found,2000.0,35.65933,-115.37167,"(35.65933, -115.37167)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Roach Dry Lake 003,22618,Valid,H5,4.2,Found,2000.0,35.6717,-115.36721999999999,"(35.6717, -115.36722)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Roach Dry Lake 006,22619,Valid,H6,6.53,Found,2001.0,35.68345,-115.34703,"(35.68345, -115.34703)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Roach Dry Lake 021,32763,Valid,H6,59.2,Found,2001.0,35.672979999999995,-115.36717,"(35.67298, -115.36717)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Roach Dry Lake 027,22620,Valid,H5,18.65,Found,2002.0,35.68078,-115.34062,"(35.68078, -115.34062)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Roach Dry Lake 030,22621,Valid,EL6,10.13,Found,2002.0,35.67405,-115.36806999999999,"(35.67405, -115.36807)",Chondrite,E,United States,US,35.0,13.0,157813,283230,321225
Roach Dry Lake 031,22622,Valid,H6,36.2,Found,2002.0,35.6701,-115.37248000000001,"(35.6701, -115.37248)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Roach Dry Lake 064,22623,Valid,H6,18.26,Found,2002.0,35.67725,-115.3566,"(35.67725, -115.3566)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Roach Dry Lake 075,22624,Valid,H6,29.9,Found,2002.0,35.67355,-115.35067,"(35.67355, -115.35067)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Roach Dry Lake 113,52982,Valid,H5,39.6,Found,2010.0,35.66594,-115.37081,"(35.66594, -115.37081)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Roosevelt County 007,22662,Valid,H5,5.2,Found,1979.0,34.08333,-103.5,"(34.08333, -103.5)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Roosevelt County 008,22663,Valid,H5,25.3,Found,1979.0,34.08333,-103.5,"(34.08333, -103.5)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Roosevelt County 009,22664,Valid,H5,2.1,Found,1979.0,34.08333,-103.5,"(34.08333, -103.5)",Chondrite,H,United States,US,35.0,13.0,157813,283230,321225
Rock Creek,22638,Valid,L5,1641.0,Found,1980.0,34.42222,-101.4975,"(34.42222, -101.4975)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
Rock Springs,22639,Valid,L6,52.7,Found,2003.0,41.65,-109.025,"(41.65, -109.025)",Chondrite,L,United States,US,35.0,13.0,157813,283230,321225
