name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,major_classification,subclass_category,country,country_abrv,pop_density_km_squared,pop_density_mi_squared,1950_pop_thousands,2000_pop_thousands,2015_pop_thousands
Baandee,4914,Valid,H6,256.3,Found,1967.0,-31.616670000000003,118.03333,"(-31.61667, 118.03333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Balfour Downs,4927,Valid,"Iron, IAB-sLL",2400.0,Found,1962.0,-22.75,120.83333,"(-22.75, 120.83333)",Iron,IAB,Australia,AU,3.0,1.0,8219,19138,21910
Ballarat,4929,Valid,"Iron, IAB complex",15.0,Found,1867.0,-37.57083,143.82533,"(-37.57083, 143.82533)",Iron,IAB,Australia,AU,3.0,1.0,8219,19138,21910
Ballinoo,4931,Valid,"Iron, IIC",42200.0,Found,1892.0,-27.7,115.76666999999999,"(-27.7, 115.76667)",Iron,Iron,Australia,AU,3.0,1.0,8219,19138,21910
Barratta,4951,Valid,L4,200000.0,Found,1845.0,-35.3,144.56667,"(-35.3, 144.56667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Bealiba,4981,Valid,L6,652.0,Found,1950.0,-36.8,143.55,"(-36.8, 143.55)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Bencubbin,5014,Valid,CBa,118000.0,Found,1930.0,-30.75,117.78333,"(-30.75, 117.78333)",Chondrite,C,Australia,AU,3.0,1.0,8219,19138,21910
Bendock,5016,Valid,Pallasite,27000.0,Found,1898.0,-37.15,148.91666999999998,"(-37.15, 148.91667)",Stony-Iron,Pallasite,Australia,AU,3.0,1.0,8219,19138,21910
Biduna Blowhole 001,52648,Valid,L4,103.4,Found,2009.0,-31.01667,131.31667,"(-31.01667, 131.31667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Biduna Blowhole 002,54929,Valid,L4,13.0,Found,2011.0,-31.032970000000002,131.28547,"(-31.03297, 131.28547)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Biduna Blowhole 003,54930,Valid,L6,0.4,Found,2011.0,-31.019640000000003,131.30393999999998,"(-31.01964, 131.30394)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Biduna Blowhole 004,56590,Valid,H5,114.5,Found,2011.0,-31.03278,131.28553,"(-31.03278, 131.28553)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Big Rock Donga,5044,Valid,H6,19000.0,Found,1970.0,-30.55,130.96667,"(-30.55, 130.96667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Billygoat Donga,5048,Valid,L6,893.0,Found,1962.0,-30.133329999999997,126.36667,"(-30.13333, 126.36667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Binda,5049,Valid,Eucrite-cm,5400.0,Found,1912.0,-34.31667,149.38333,"(-34.31667, 149.38333)",Achondrite,Eucrite,Australia,AU,3.0,1.0,8219,19138,21910
Bingera,5050,Valid,"Iron, IIAB",10841.0,Found,1880.0,-29.883329999999997,150.56667,"(-29.88333, 150.56667)",Iron,IIAB,Australia,AU,3.0,1.0,8219,19138,21910
Binneringie,55546,Valid,H5,9056.0,Found,1946.0,-31.4875,122.12388999999999,"(-31.4875, 122.12389)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Binya,5052,Valid,"Iron, IIIF",11300.0,Found,1981.0,-34.225,146.38166999999999,"(-34.225, 146.38167)",Iron,Iron,Australia,AU,3.0,1.0,8219,19138,21910
Blue Tier,5077,Valid,Iron,1400.0,Found,1890.0,-41.18333,148.03333,"(-41.18333, 148.03333)",Iron,Iron,Australia,AU,3.0,1.0,8219,19138,21910
Bond Springs,5102,Valid,H6,6.2,Found,1898.0,-23.5,133.83333000000002,"(-23.5, 133.83333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Boogaldi,5107,Valid,"Iron, IVA",2000.0,Found,1900.0,-31.15,149.11667,"(-31.15, 149.11667)",Iron,Iron,Australia,AU,3.0,1.0,8219,19138,21910
Boolka,5108,Valid,H5,12000.0,Found,1968.0,-30.066670000000002,141.06667,"(-30.06667, 141.06667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Boorabie 001,5109,Valid,H5,381.0,Found,1977.0,-29.46667,128.35,"(-29.46667, 128.35)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Boxhole,5126,Valid,"Iron, IIIAB",500000.0,Found,1937.0,-22.616670000000003,135.2,"(-22.61667, 135.2)",Iron,IIIAB,Australia,AU,3.0,1.0,8219,19138,21910
Brachina,5127,Valid,Brachinite,202.9,Found,1974.0,-31.3,138.38333,"(-31.3, 138.38333)",Achondrite,Brachinite,Australia,AU,3.0,1.0,8219,19138,21910
Broken Hill,5146,Valid,L6,34000.0,Found,1994.0,-31.83333,141.76667,"(-31.83333, 141.76667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Buckleboo,5160,Valid,H6,992.0,Found,1963.0,-32.95556,136.1375,"(-32.95556, 136.1375)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Bunjil,5164,Valid,L6,38750.0,Found,1971.0,-29.629170000000002,116.48222,"(-29.62917, 116.48222)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Burnabbie,5173,Valid,H5,2515.0,Found,1965.0,-32.05,126.16667,"(-32.05, 126.16667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Burrika,5176,Valid,L6,20.4,Found,1966.0,-31.96667,125.83333,"(-31.96667, 125.83333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Cadell,5193,Valid,L6,3290.0,Found,1910.0,-34.06667,139.75,"(-34.06667, 139.75)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Calcalong Creek,5194,Valid,Lunar (anorth),19.0,Found,1960.0,-26.45,120.36667,"(-26.45, 120.36667)",Achondrite,Lunar,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga,5204,Valid,Eucrite-mmict,25000.0,Found,1984.0,-30.316670000000002,126.61667,"(-30.31667, 126.61667)",Achondrite,Eucrite,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 002,5205,Valid,L6,280.0,Found,1989.0,-30.08333,126.61667,"(-30.08333, 126.61667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 003,5206,Valid,CK3,36.6,Found,1990.0,-30.116670000000003,126.91667,"(-30.11667, 126.91667)",Chondrite,C,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 004,5207,Valid,Howardite,32.8,Found,1990.0,-30.316670000000002,126.56667,"(-30.31667, 126.56667)",Achondrite,Howardite,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 005,5208,Valid,LL3.4,38.0,Found,1992.0,-30.28333,126.51666999999999,"(-30.28333, 126.51667)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 006,5209,Valid,H6,50.96,Found,1992.0,-30.29167,126.5875,"(-30.29167, 126.5875)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 007,5210,Valid,L5,100.3,Found,1986.0,-30.316670000000002,126.61667,"(-30.31667, 126.61667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 008,5211,Valid,H6,0.8,Found,1993.0,-30.1085,126.62483,"(-30.1085, 126.62483)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 009,5212,Valid,H5,13.4,Found,1993.0,-30.119670000000003,126.8835,"(-30.11967, 126.8835)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 010,5213,Valid,L6,3.4,Found,1993.0,-30.1255,126.89,"(-30.1255, 126.89)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 011,5214,Valid,L6,28.7,Found,1993.0,-30.1255,126.89,"(-30.1255, 126.89)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 012,5215,Valid,L6,215.0,Found,1993.0,-30.134,126.8915,"(-30.134, 126.8915)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 013,5216,Valid,L6,94.3,Found,1993.0,-30.133329999999997,126.8905,"(-30.13333, 126.8905)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 014,5217,Valid,LL6,36.0,Found,1993.0,-30.12433,126.88667,"(-30.12433, 126.88667)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 015,5218,Valid,H6,0.3,Found,1993.0,-30.119670000000003,126.8985,"(-30.11967, 126.8985)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 016,5219,Valid,L3,3.5,Found,1993.0,-30.11883,126.88533000000001,"(-30.11883, 126.88533)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 017,5220,Valid,H5,6.44,Found,1994.0,-30.022,126.5525,"(-30.022, 126.5525)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 018,5221,Valid,L6,12.94,Found,1994.0,-30.0225,126.552,"(-30.0225, 126.552)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 019,5222,Valid,L6,0.6,Found,1994.0,-30.07967,126.88917,"(-30.07967, 126.88917)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 020,5223,Valid,L6,0.81,Found,1994.0,-30.07967,126.88917,"(-30.07967, 126.88917)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 021,5224,Valid,L6,4.15,Found,1994.0,-30.06383,126.88417,"(-30.06383, 126.88417)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 022,5225,Valid,L6,0.4,Found,1994.0,-30.0855,126.90117,"(-30.0855, 126.90117)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 023,5226,Valid,H6,0.6,Found,1994.0,-30.087329999999998,126.90167,"(-30.08733, 126.90167)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 024,5227,Valid,L6,0.65,Found,1994.0,-30.098670000000002,126.8855,"(-30.09867, 126.8855)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 025,5228,Valid,L/LL6,2.58,Found,1994.0,-30.098670000000002,126.88533000000001,"(-30.09867, 126.88533)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 026,5229,Valid,L6,1.0,Found,1994.0,-30.09167,126.88883,"(-30.09167, 126.88883)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 027,5230,Valid,L/LL6,5.2,Found,1994.0,-30.09167,126.88883,"(-30.09167, 126.88883)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 028,5231,Valid,L6,1.48,Found,1994.0,-30.09167,126.88883,"(-30.09167, 126.88883)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 029,5232,Valid,L6,1.0,Found,1994.0,-30.09167,126.88883,"(-30.09167, 126.88883)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 030,5233,Valid,L6,3.01,Found,1994.0,-30.09167,126.88883,"(-30.09167, 126.88883)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 031,5234,Valid,L6,0.32,Found,1994.0,-30.09167,126.88883,"(-30.09167, 126.88883)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 032,5235,Valid,LL6,2.33,Found,1994.0,-30.09167,126.88883,"(-30.09167, 126.88883)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 033,5236,Valid,LL6,0.95,Found,1994.0,-30.09167,126.88883,"(-30.09167, 126.88883)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 034,5237,Valid,L6,0.7,Found,1994.0,-30.09167,126.88883,"(-30.09167, 126.88883)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 035,5238,Valid,L6,0.45,Found,1994.0,-30.09167,126.88883,"(-30.09167, 126.88883)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 036,5239,Valid,L6,0.41,Found,1994.0,-30.09167,126.88883,"(-30.09167, 126.88883)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 037,5240,Valid,L6,8.7,Found,1994.0,-30.1845,126.68366999999999,"(-30.1845, 126.68367)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 038,5241,Valid,H6,0.99,Found,1994.0,-30.18417,126.7,"(-30.18417, 126.7)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 039,5242,Valid,H6,3.57,Found,1994.0,-30.316670000000002,126.6,"(-30.31667, 126.6)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 040,5243,Valid,CV3-an,55.1,Found,1988.0,-30.316670000000002,126.61667,"(-30.31667, 126.61667)",Chondrite,C,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 041,50974,Valid,L5,18.8,Found,1993.0,-30.11683,126.8755,"(-30.11683, 126.8755)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 042,50975,Valid,H3,37.6,Found,1993.0,-30.12283,126.888,"(-30.12283, 126.888)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 043,50976,Valid,L6,69.95,Found,1993.0,-30.139329999999998,126.901,"(-30.13933, 126.901)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 044,50977,Valid,H6,15.29,Found,1993.0,-30.119670000000003,126.86683000000001,"(-30.11967, 126.86683)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 045,50978,Valid,H4,26.9,Found,1993.0,-30.107,126.84217,"(-30.107, 126.84217)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 046,50979,Valid,LL6,9.09,Found,1993.0,-30.119,126.838,"(-30.119, 126.838)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 047,50980,Valid,H4/5,28.27,Found,1993.0,-30.32,126.606,"(-30.32, 126.606)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 048,50981,Valid,L5,104.3,Found,1993.0,-30.32,126.606,"(-30.32, 126.606)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 049,50982,Valid,H3,13.63,Found,1993.0,-30.32,126.606,"(-30.32, 126.606)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 050,50987,Valid,LL6,19.9,Found,1993.0,-30.1085,126.52717,"(-30.1085, 126.52717)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 051,50988,Valid,H5,5.0,Found,1993.0,-30.30883,126.5845,"(-30.30883, 126.5845)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 052,50989,Valid,H3-an,61.4,Found,1993.0,-30.3685,126.6125,"(-30.3685, 126.6125)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Camel Donga 053,55717,Valid,LL5-6,579.0,Found,2008.0,-30.316670000000002,126.61667,"(-30.31667, 126.61667)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Cardanumbi,5268,Valid,L5,6.4,Found,1966.0,-32.1,125.68333,"(-32.1, 125.68333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Carlisle Lakes,5271,Valid,R3.8,49.5,Found,1977.0,-29.16667,127.08333,"(-29.16667, 127.08333)",Chondrite,R,Australia,AU,3.0,1.0,8219,19138,21910
Carlisle Lakes 002,5272,Valid,H4/5,410.0,Found,1977.0,-29.16667,127.16667,"(-29.16667, 127.16667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Carlisle Lakes 003,5273,Valid,H4/5,116.0,Found,1977.0,-29.15,127.16667,"(-29.15, 127.16667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Carlisle Lakes 004,5274,Valid,H5,809.0,Found,1977.0,-29.16667,127.16667,"(-29.16667, 127.16667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Carlisle Lakes 005,5275,Valid,H5,502.0,Found,1977.0,-29.183329999999998,127.16667,"(-29.18333, 127.16667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Caroline,5279,Valid,H5,800.0,Found,1941.0,-37.98333,140.98333,"(-37.98333, 140.98333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Carraweena,5281,Valid,L3.9,31600.0,Found,1914.0,-29.23333,139.93333,"(-29.23333, 139.93333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Cartoonkana,5283,Valid,L6,294.0,Found,1914.0,-29.75,141.03333,"(-29.75, 141.03333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Castray River,5294,Valid,Iron,10.0,Found,1899.0,-41.5,145.41666999999998,"(-41.5, 145.41667)",Iron,Iron,Australia,AU,3.0,1.0,8219,19138,21910
Choolkooning 001,5360,Valid,L6,2000.0,Found,1991.0,-29.91667,129.83333000000002,"(-29.91667, 129.83333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Cockarrow Creek,5390,Valid,L6,429.0,Found,1970.0,-26.66667,120.16667,"(-26.66667, 120.16667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Cockburn,5391,Valid,L6,2460.0,Found,1946.0,-32.13333,141.03333,"(-32.13333, 141.03333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Cocklebiddy,5392,Valid,H5,19500.0,Found,1949.0,-31.933329999999998,126.21667,"(-31.93333, 126.21667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Cocunda,5393,Valid,L6,482.0,Found,1945.0,-32.81667,134.8,"(-32.81667, 134.8)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Colville Lake 001,5412,Valid,H5,56.2,Found,1986.0,-29.6,126.50667,"(-29.6, 126.50667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Colville Lake 002,5413,Valid,H5,100.0,Found,1986.0,-29.785,126.58833,"(-29.785, 126.58833)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Commodore,5416,Valid,H6,304.3,Found,1972.0,-31.2,138.3,"(-31.2, 138.3)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Cook 001,5421,Valid,H5,105000.0,Found,1989.0,-30.33333,130.53333,"(-30.33333, 130.53333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Cook 002,5422,Valid,L4,61.0,Found,1989.0,-30.25,130.66666999999998,"(-30.25, 130.66667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Cook 003,5423,Valid,CK4,1536.9,Found,1986.0,-30.31833,129.06333,"(-30.31833, 129.06333)",Chondrite,C,Australia,AU,3.0,1.0,8219,19138,21910
Cook 004,5424,Valid,H4,149.0,Found,1991.0,-30.70167,130.45611,"(-30.70167, 130.45611)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Cook 005,5425,Valid,L/LL3,97.0,Found,1990.0,-30.24833,130.54083,"(-30.24833, 130.54083)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Cook 006,5426,Valid,L4,41.8,Found,1991.0,-30.506829999999997,130.404,"(-30.50683, 130.404)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Cook 007,5427,Valid,H4,100000.0,Found,1989.0,-30.616670000000003,130.41666999999998,"(-30.61667, 130.41667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Cook 009,5428,Valid,H4,84.2,Found,1991.0,-30.506829999999997,130.404,"(-30.50683, 130.404)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Cook 010,5429,Valid,H5,35.4,Found,1991.0,-30.16967,130.70533,"(-30.16967, 130.70533)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Cook 011,5430,Valid,L3-5,471.0,Found,1991.0,-30.23433,130.60067,"(-30.23433, 130.60067)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Cook 012,54926,Valid,H4,6.6,Found,2010.0,-30.91378,130.90386,"(-30.91378, 130.90386)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Cook 013,54927,Valid,H6,46.8,Found,2010.0,-30.94775,130.90858,"(-30.94775, 130.90858)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Coolac,5432,Valid,"Iron, IAB-MG",19280.0,Found,1874.0,-34.96667,148.125,"(-34.96667, 148.125)",Iron,IAB,Australia,AU,3.0,1.0,8219,19138,21910
Coolamon,5433,Valid,L6,393.0,Found,1921.0,-34.81667,147.13333,"(-34.81667, 147.13333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Coomandook,5435,Valid,H6,5230.0,Found,1939.0,-35.41667,139.75,"(-35.41667, 139.75)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Coonana,5437,Valid,H4,6800.0,Found,1962.0,-29.85,140.7,"(-29.85, 140.7)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Coorara,5439,Valid,L6,116.7,Found,1966.0,-30.45,126.1,"(-30.45, 126.1)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Corowa,5446,Valid,"Iron, IIF",11340.0,Found,1964.0,-36.0,146.36667,"(-36.0, 146.36667)",Iron,Iron,Australia,AU,3.0,1.0,8219,19138,21910
Cosmo Newberry,5452,Valid,"Iron, IIAB",2156.0,Found,1980.0,-27.95,122.88333,"(-27.95, 122.88333)",Iron,IIAB,Australia,AU,3.0,1.0,8219,19138,21910
Cowell,5457,Valid,"Iron, IIIAB",5717.0,Found,1932.0,-33.3,136.01667,"(-33.3, 136.01667)",Iron,IIIAB,Australia,AU,3.0,1.0,8219,19138,21910
Cowra,5458,Valid,"Iron, ungrouped",5560.0,Found,1888.0,-33.85,148.68333,"(-33.85, 148.68333)",Iron,Iron,Australia,AU,3.0,1.0,8219,19138,21910
Crab Hole,5460,Valid,L6,284.0,Found,1980.0,-30.4,127.43333,"(-30.4, 127.43333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Cranbourne,5463,Valid,"Iron, IAB-MG",8600000.0,Found,1854.0,-38.1,145.3,"(-38.1, 145.3)",Iron,IAB,Australia,AU,3.0,1.0,8219,19138,21910
Credo,5468,Valid,L6,10820.0,Found,1967.0,-30.366670000000003,120.73333000000001,"(-30.36667, 120.73333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Crocker's Well,5473,Valid,LL7,3.8,Found,1956.0,-32.01667,139.78333,"(-32.01667, 139.78333)",Chondrite,LL,Australia,AU,3.0,1.0,8219,19138,21910
Dalgaranga,5506,Valid,Mesosiderite-A,12200.0,Found,1923.0,-27.71667,117.25,"(-27.71667, 117.25)",Stony-Iron,Mesosiderite,Australia,AU,3.0,1.0,8219,19138,21910
Dalgety Downs,5507,Valid,L4,257000.0,Found,1941.0,-25.33333,116.18333,"(-25.33333, 116.18333)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Deakin 001,6625,Valid,Chondrite-ung,109.5,Found,1978.0,-30.883329999999997,128.96667,"(-30.88333, 128.96667)",Chondrite,C,Australia,AU,3.0,1.0,8219,19138,21910
Deakin 002,6626,Valid,H4,4.5,Found,1978.0,-30.883329999999997,128.975,"(-30.88333, 128.975)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Deakin 003,6627,Valid,H5,82.6,Found,1986.0,-30.883329999999997,128.66666999999998,"(-30.88333, 128.66667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Deakin 004,6628,Valid,H4,127.9,Found,1986.0,-30.47,128.745,"(-30.47, 128.745)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Deakin 005,6629,Valid,H5,77.0,Found,1989.0,-30.53333,128.56667,"(-30.53333, 128.56667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Deakin 006,6630,Valid,H4/5,274.0,Found,1989.0,-30.58333,128.66666999999998,"(-30.58333, 128.66667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Deakin 007,6631,Valid,H6,1060.0,Found,1989.0,-30.16667,128.66666999999998,"(-30.16667, 128.66667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Deakin 008,6632,Valid,H5,61.4,Found,1989.0,-30.66667,129.01667,"(-30.66667, 129.01667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Deakin 009,6633,Valid,H5,150.0,Found,1991.0,-30.73333,128.91666999999998,"(-30.73333, 128.91667)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Deakin 010,55718,Valid,Eucrite-mmict,438.0,Found,1988.0,-30.573,128.56367,"(-30.573, 128.56367)",Achondrite,Eucrite,Australia,AU,3.0,1.0,8219,19138,21910
Delegate,6641,Valid,"Iron, IIIAB-an",27700.0,Found,1904.0,-37.0,149.03333,"(-37.0, 149.03333)",Iron,IIIAB,Australia,AU,3.0,1.0,8219,19138,21910
Denman 002,6652,Valid,CV3,30.0,Found,1991.0,-30.6,130.06667,"(-30.6, 130.06667)",Chondrite,C,Australia,AU,3.0,1.0,8219,19138,21910
Denman 003,6653,Valid,H5,53.0,Found,1991.0,-30.60867,130.08016999999998,"(-30.60867, 130.08017)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Denman 004,6654,Valid,L6,113.0,Found,1991.0,-30.60217,129.96667,"(-30.60217, 129.96667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Dimboola,7643,Valid,H5,16000.0,Found,1944.0,-36.5,142.03333,"(-36.5, 142.03333)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Dingo Pup Donga,7647,Valid,Ureilite,122.7,Found,1965.0,-30.433329999999998,126.1,"(-30.43333, 126.1)",Achondrite,Ureilite,Australia,AU,3.0,1.0,8219,19138,21910
Donnybrook,7709,Valid,Mesosiderite?,414.0,Found,1918.0,-33.61667,115.91667,"(-33.61667, 115.91667)",Stony-Iron,Mesosiderite,Australia,AU,3.0,1.0,8219,19138,21910
Doolgunna,7710,Valid,L,20.0,Found,1967.0,-25.933329999999998,119.3,"(-25.93333, 119.3)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Dorrigo,7720,Valid,"Iron, ungrouped",8500.0,Found,1948.0,-30.28333,152.66666999999998,"(-30.28333, 152.66667)",Iron,Iron,Australia,AU,3.0,1.0,8219,19138,21910
Duketon,7740,Valid,"Iron, IIIAB",118300.0,Found,1948.0,-27.5,122.36667,"(-27.5, 122.36667)",Iron,IIIAB,Australia,AU,3.0,1.0,8219,19138,21910
Edjudina,7766,Valid,H4,4480.0,Found,1969.0,-29.58639,122.18167,"(-29.58639, 122.18167)",Chondrite,H,Australia,AU,3.0,1.0,8219,19138,21910
Eldee 001,47703,Valid,L6,4514.0,Found,2006.0,-31.669970000000003,141.24233,"(-31.66997, 141.24233)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
Eldee 002,47704,Valid,L6-melt breccia,101.0,Found,2006.0,-31.664170000000002,141.23375,"(-31.66417, 141.23375)",Achondrite,breccia,Australia,AU,3.0,1.0,8219,19138,21910
Eli Elwah,10013,Valid,L6,15200.0,Found,1888.0,-34.5,144.71667,"(-34.5, 144.71667)",Chondrite,L,Australia,AU,3.0,1.0,8219,19138,21910
